,year,age,relig,partyid,income,region,race,hapmar,abdefect,abnomore,abhlth,abpoor,abrape,absingle,abany,childs
68293,2021,51.0,4.0,4.0,12.0,6,2.0,2.0,,,,,,,,1.0
17775,1985,53.0,1.0,2.0,,5,2.0,,1.0,2.0,1.0,2.0,1.0,2.0,1.0,4.0
65075,2021,34.0,4.0,1.0,12.0,8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0
58154,2014,58.0,1.0,0.0,12.0,5,2.0,,,,,,,,,3.0
14774,1983,64.0,1.0,0.0,,5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,6.0
49779,2006,62.0,4.0,0.0,12.0,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0
23119,1988,65.0,1.0,1.0,12.0,4,1.0,1.0,,,,,,,,0.0
31125,1994,49.0,1.0,2.0,12.0,5,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
34405,1996,48.0,1.0,5.0,5.0,8,1.0,,1.0,2.0,1.0,2.0,1.0,2.0,2.0,4.0
44584,2004,26.0,2.0,1.0,12.0,5,1.0,,,,,,,,,0.0
44066,2004,47.0,9.0,1.0,12.0,9,3.0,,,,,,,,,0.0
67844,2021,60.0,2.0,4.0,12.0,3,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,3.0
12657,1982,31.0,2.0,0.0,12.0,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0
18582,1985,28.0,1.0,6.0,12.0,8,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0
61508,2016,24.0,1.0,2.0,12.0,6,2.0,,,,,,,,,3.0
9474,1978,25.0,1.0,1.0,9.0,6,2.0,,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0
35180,1996,27.0,4.0,7.0,12.0,8,1.0,1.0,,,,,,,,1.0
71778,2022,35.0,4.0,0.0,12.0,8,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
59601,2016,72.0,2.0,5.0,12.0,1,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0
8023,1977,32.0,2.0,1.0,10.0,9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0
401,1972,52.0,1.0,1.0,,5,1.0,,1.0,2.0,1.0,1.0,1.0,2.0,,3.0
61742,2016,58.0,1.0,0.0,12.0,3,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,4.0
11193,1980,69.0,4.0,2.0,6.0,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
59414,2014,49.0,1.0,3.0,12.0,4,1.0,,,,,,,,,0.0
38789,2000,18.0,4.0,3.0,12.0,2,1.0,,1.0,2.0,1.0,2.0,1.0,,,0.0
71993,2022,84.0,4.0,3.0,,9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
13204,1982,24.0,1.0,1.0,10.0,6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
36708,1998,33.0,2.0,1.0,12.0,6,1.0,,1.0,2.0,1.0,2.0,1.0,2.0,2.0,0.0
33364,1996,30.0,1.0,5.0,12.0,9,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0
33016,1996,30.0,1.0,4.0,12.0,5,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.0
24079,1989,55.0,5.0,5.0,12.0,5,3.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,5.0
3291,1974,43.0,4.0,1.0,12.0,9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,3.0
5377,1975,61.0,1.0,0.0,5.0,9,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,,0.0
43192,2002,55.0,1.0,2.0,10.0,5,2.0,,1.0,2.0,,2.0,2.0,2.0,2.0,2.0
4003,1974,51.0,3.0,1.0,10.0,2,1.0,1.0,1.0,,1.0,,1.0,,,6.0
23219,1988,40.0,1.0,1.0,9.0,7,1.0,1.0,,,,,,,,2.0
66794,2021,48.0,4.0,5.0,12.0,7,1.0,,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0
41042,2002,24.0,2.0,3.0,9.0,2,3.0,,,,,,,,,2.0
56189,2012,32.0,1.0,3.0,12.0,5,1.0,,1.0,,1.0,,1.0,2.0,2.0,1.0
48902,2006,42.0,4.0,3.0,9.0,5,2.0,,,,,,,,,6.0
44020,2004,52.0,2.0,5.0,12.0,3,1.0,,,,,,,,,3.0
28242,1993,42.0,1.0,1.0,9.0,3,1.0,,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.0
13805,1982,38.0,1.0,3.0,10.0,2,2.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,4.0
11843,1980,55.0,1.0,0.0,8.0,9,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0
64646,2018,39.0,1.0,1.0,12.0,4,1.0,2.0,,,,,,,,3.0
10083,1978,26.0,2.0,5.0,10.0,3,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0
20998,1987,67.0,1.0,1.0,12.0,8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0
65549,2021,25.0,2.0,3.0,,7,2.0,,,,,,,,,0.0
27128,1991,31.0,1.0,5.0,10.0,7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0
13735,1982,54.0,1.0,0.0,3.0,7,2.0,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0
49661,2006,44.0,1.0,3.0,12.0,8,1.0,,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0
44007,2004,22.0,9.0,1.0,12.0,3,3.0,,,,,,,,,0.0
33478,1996,35.0,1.0,3.0,4.0,2,2.0,,,,,,,,,2.0
60816,2016,22.0,4.0,0.0,9.0,2,1.0,,,,,,,,,0.0
18807,1986,58.0,1.0,2.0,12.0,5,1.0,,,,,,,,,6.0
66228,2021,69.0,1.0,5.0,12.0,6,1.0,2.0,,,,,,,,1.0
29606,1994,49.0,2.0,1.0,12.0,9,1.0,1.0,,,,,,,,2.0
50383,2006,26.0,1.0,3.0,1.0,7,1.0,,,,,,,,,1.0
21570,1987,65.0,2.0,0.0,9.0,3,2.0,,1.0,2.0,1.0,2.0,1.0,2.0,2.0,4.0
66926,2021,45.0,1.0,5.0,12.0,8,1.0,1.0,,,,,,,,4.0
63215,2018,37.0,4.0,0.0,12.0,3,2.0,,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0
50006,2006,26.0,4.0,3.0,12.0,3,1.0,,1.0,2.0,1.0,2.0,1.0,2.0,2.0,0.0
9633,1978,31.0,2.0,1.0,12.0,2,1.0,2.0,1.0,,1.0,1.0,1.0,2.0,2.0,3.0
34519,1996,42.0,4.0,3.0,12.0,9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
19528,1986,44.0,1.0,5.0,12.0,9,1.0,2.0,,,,,,,,0.0
7661,1977,68.0,1.0,0.0,3.0,2,2.0,,1.0,2.0,1.0,2.0,1.0,2.0,2.0,6.0
49454,2006,39.0,2.0,4.0,9.0,8,1.0,,,,,,,,,2.0
68446,2021,24.0,1.0,2.0,12.0,9,1.0,1.0,,,,,,,,2.0
16588,1984,26.0,4.0,4.0,4.0,9,1.0,,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0
38383,2000,19.0,2.0,4.0,10.0,3,1.0,,1.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0
45914,2004,25.0,1.0,3.0,12.0,3,1.0,,,,,,,,,5.0
22772,1988,42.0,1.0,2.0,10.0,7,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0
19190,1986,80.0,2.0,0.0,10.0,3,1.0,,,,,,,,,0.0
49051,2006,51.0,1.0,1.0,9.0,7,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0
21017,1987,83.0,1.0,5.0,,9,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
21723,1987,63.0,1.0,1.0,,6,2.0,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,7.0
68781,2021,30.0,6.0,0.0,12.0,5,1.0,,,,,,,,,0.0
38526,2000,46.0,1.0,6.0,12.0,9,1.0,1.0,,,,,,,,2.0
5367,1975,19.0,1.0,1.0,10.0,3,1.0,,1.0,2.0,1.0,2.0,1.0,2.0,,0.0
15155,1983,48.0,2.0,0.0,12.0,5,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
61492,2016,20.0,2.0,2.0,,6,2.0,,,,,,,,,0.0
2493,1973,22.0,1.0,2.0,,3,2.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,,0.0
36393,1998,53.0,1.0,5.0,12.0,3,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0
45678,2004,41.0,1.0,3.0,12.0,9,3.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0
52656,2008,31.0,1.0,2.0,12.0,3,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0
50171,2006,63.0,1.0,5.0,8.0,5,2.0,3.0,,,,,,,,2.0
33481,1996,25.0,2.0,1.0,9.0,2,3.0,,,,,,,,,1.0
47653,2006,65.0,1.0,3.0,12.0,5,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0
23127,1988,62.0,2.0,4.0,12.0,4,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0
32379,1994,48.0,5.0,5.0,8.0,1,1.0,,,,,,,,,0.0
59299,2014,31.0,4.0,5.0,11.0,8,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
29081,1993,72.0,1.0,4.0,,7,1.0,1.0,,,,,,,,3.0
23836,1989,58.0,2.0,4.0,,1,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,8.0
59756,2016,46.0,2.0,0.0,12.0,9,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0
42065,2002,70.0,1.0,0.0,11.0,2,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0
31479,1994,43.0,1.0,2.0,11.0,8,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,0.0
64431,2018,32.0,2.0,1.0,12.0,9,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,3.0
15430,1983,57.0,1.0,5.0,12.0,7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0
2598,1973,44.0,1.0,7.0,8.0,3,1.0,2.0,1.0,2.0,1.0,2.0,1.0,,,3.0
44738,2004,77.0,1.0,1.0,11.0,2,1.0,,,,,,,,,2.0
57381,2014,27.0,1.0,1.0,12.0,3,1.0,,,,,,,,,0.0
55352,2012,71.0,1.0,6.0,12.0,3,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0
1598,1972,40.0,1.0,1.0,,5,2.0,,1.0,1.0,1.0,1.0,1.0,1.0,,4.0
13219,1982,60.0,2.0,1.0,10.0,6,1.0,,1.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0
29432,1994,27.0,4.0,2.0,,2,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
38151,2000,33.0,11.0,1.0,11.0,7,3.0,,,2.0,1.0,2.0,,2.0,2.0,0.0
58843,2014,51.0,1.0,5.0,12.0,5,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0
24252,1989,42.0,1.0,3.0,12.0,6,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0
69469,2022,59.0,2.0,6.0,11.0,1,1.0,,,,,,,,,
58565,2014,66.0,1.0,6.0,12.0,5,1.0,,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0
6661,1976,21.0,2.0,1.0,8.0,9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0
29406,1994,71.0,2.0,5.0,,2,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
38000,1998,70.0,1.0,1.0,,6,1.0,,2.0,2.0,1.0,2.0,1.0,2.0,2.0,3.0
44615,2004,63.0,11.0,1.0,12.0,9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
27508,1991,22.0,2.0,1.0,,4,1.0,,2.0,2.0,2.0,2.0,1.0,2.0,2.0,0.0
14478,1983,42.0,2.0,1.0,12.0,9,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0
55097,2012,55.0,2.0,0.0,1.0,1,1.0,,1.0,2.0,1.0,2.0,2.0,2.0,2.0,6.0
56097,2012,25.0,1.0,3.0,12.0,1,1.0,,,,,,,,,0.0
66877,2021,73.0,1.0,4.0,12.0,8,1.0,2.0,,,,,,,,2.0
29510,1994,53.0,4.0,5.0,12.0,2,3.0,2.0,,,,,,,,2.0
6124,1976,24.0,1.0,3.0,10.0,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0
64925,2021,33.0,1.0,1.0,12.0,5,2.0,,,,,,,,,0.0
45986,2004,24.0,11.0,5.0,12.0,5,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0
45780,2004,52.0,4.0,3.0,10.0,8,3.0,,,,,,,,,4.0
24019,1989,88.0,1.0,0.0,12.0,3,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0
54797,2010,33.0,4.0,1.0,12.0,5,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
66909,2021,,5.0,3.0,,8,1.0,1.0,,,,,,,,2.0
27968,1993,81.0,2.0,1.0,5.0,3,1.0,,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0
47232,2006,28.0,2.0,2.0,12.0,5,1.0,,,,,,,,,0.0
69596,2022,80.0,1.0,2.0,12.0,7,1.0,1.0,,,,,,,,0.0
5159,1975,50.0,1.0,1.0,12.0,4,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,,0.0
53943,2010,42.0,1.0,2.0,11.0,3,3.0,,,,,,,,,2.0
27286,1991,64.0,2.0,6.0,11.0,9,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
4622,1975,42.0,4.0,5.0,9.0,1,1.0,1.0,1.0,1.0,1.0,,1.0,2.0,,5.0
55529,2012,34.0,1.0,1.0,12.0,7,2.0,2.0,,,,,,,,3.0
5755,1975,23.0,1.0,0.0,12.0,3,2.0,,1.0,1.0,1.0,1.0,1.0,1.0,,0.0
65496,2021,71.0,1.0,0.0,12.0,9,1.0,,,,,,,,,2.0
16812,1984,29.0,1.0,3.0,10.0,4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0
60364,2016,28.0,1.0,4.0,12.0,5,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
37444,1998,42.0,1.0,0.0,12.0,6,2.0,,,,,,,,,2.0
1826,1973,57.0,1.0,4.0,12.0,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,3.0
47737,2006,41.0,11.0,4.0,12.0,5,1.0,,,,,,,,,0.0
20970,1987,27.0,2.0,0.0,12.0,9,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0
33176,1996,33.0,1.0,6.0,12.0,5,1.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0
64074,2018,38.0,1.0,2.0,12.0,6,1.0,,1.0,,1.0,2.0,1.0,2.0,2.0,1.0
19573,1986,34.0,1.0,5.0,12.0,9,1.0,,,,,,,,,0.0
27097,1991,44.0,1.0,6.0,12.0,6,1.0,1.0,,,,,,,,0.0
11409,1980,24.0,1.0,2.0,1.0,6,2.0,,1.0,2.0,1.0,2.0,2.0,2.0,2.0,0.0
21923,1988,74.0,2.0,5.0,10.0,2,1.0,2.0,,,,,,,,1.0
39938,2000,82.0,2.0,1.0,,2,1.0,,,,,,,,,0.0
13878,1982,77.0,1.0,4.0,7.0,6,2.0,,1.0,2.0,1.0,2.0,1.0,2.0,2.0,3.0
70065,2022,70.0,3.0,0.0,12.0,9,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
26821,1991,73.0,1.0,0.0,5.0,4,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
13795,1982,38.0,1.0,2.0,12.0,2,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0
64929,2021,54.0,2.0,3.0,12.0,5,1.0,1.0,,,,,,,,3.0
11478,1980,36.0,2.0,3.0,7.0,2,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,,2.0
46561,2006,69.0,2.0,0.0,,2,2.0,,,,,,,,,6.0
61269,2016,23.0,4.0,7.0,9.0,5,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
60047,2016,49.0,1.0,1.0,12.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0
50754,2006,58.0,1.0,0.0,12.0,5,1.0,1.0,,,,,,,,2.0
36453,1998,43.0,4.0,2.0,12.0,9,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0
31370,1994,38.0,2.0,1.0,,7,3.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
43879,2004,69.0,1.0,3.0,10.0,9,1.0,,,,,,,,,3.0
20468,1987,58.0,1.0,4.0,12.0,1,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
9330,1978,26.0,2.0,3.0,9.0,3,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
47763,2006,31.0,7.0,3.0,12.0,5,3.0,1.0,,,,,,,,0.0
21264,1987,69.0,1.0,0.0,10.0,4,1.0,,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0
54306,2010,25.0,3.0,0.0,10.0,5,3.0,,1.0,2.0,1.0,2.0,1.0,2.0,2.0,0.0
7369,1976,26.0,4.0,3.0,7.0,2,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,0.0
13681,1982,47.0,1.0,1.0,12.0,2,2.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0
6253,1976,48.0,2.0,2.0,9.0,2,1.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,,5.0
53524,2010,20.0,4.0,3.0,,7,1.0,,,,,,,,,0.0
28738,1993,65.0,1.0,1.0,4.0,3,2.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
34698,1996,60.0,1.0,1.0,10.0,3,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0
54924,2010,53.0,1.0,5.0,1.0,7,1.0,,,,,,,,,2.0
65056,2021,38.0,4.0,2.0,12.0,9,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
29445,1994,58.0,2.0,1.0,12.0,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0
10961,1980,23.0,1.0,3.0,9.0,5,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
28416,1993,86.0,1.0,5.0,5.0,4,1.0,,,2.0,,2.0,2.0,2.0,2.0,8.0
10551,1978,74.0,1.0,0.0,6.0,9,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
20688,1987,50.0,5.0,1.0,12.0,5,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0
59812,2016,45.0,1.0,3.0,12.0,9,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0
54147,2010,37.0,11.0,5.0,12.0,3,1.0,,,,,,,,,1.0
58299,2014,53.0,1.0,0.0,12.0,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0
42614,2002,24.0,1.0,0.0,6.0,5,2.0,,,,,,,,,4.0
54379,2010,47.0,2.0,4.0,9.0,7,1.0,,1.0,1.0,1.0,2.0,1.0,2.0,2.0,0.0
32845,1996,38.0,2.0,0.0,12.0,9,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
71319,2022,83.0,1.0,5.0,12.0,6,1.0,,,,,,,,,
71360,2022,55.0,1.0,4.0,2.0,6,1.0,,2.0,2.0,1.0,2.0,1.0,,2.0,
54774,2010,30.0,4.0,3.0,,3,1.0,2.0,,,,,,,,2.0
51519,2008,20.0,2.0,3.0,12.0,1,1.0,,1.0,1.0,1.0,1.0,2.0,2.0,2.0,0.0
68628,2021,28.0,4.0,1.0,12.0,6,2.0,,,,,,,,,1.0
52342,2008,83.0,2.0,2.0,12.0,9,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0
53471,2010,37.0,1.0,5.0,11.0,7,1.0,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0
41897,2002,22.0,2.0,4.0,9.0,9,3.0,,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0
21927,1988,26.0,2.0,0.0,12.0,9,1.0,2.0,2.0,2.0,,2.0,2.0,2.0,2.0,2.0
39364,2000,33.0,1.0,2.0,9.0,2,2.0,,2.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0
66447,2021,62.0,2.0,4.0,,4,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,6.0
38062,1998,20.0,1.0,5.0,12.0,7,1.0,,,,,,,,,0.0
12320,1982,63.0,1.0,3.0,11.0,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0
36680,1998,72.0,1.0,4.0,1.0,6,2.0,,,,,,,,,0.0
16558,1984,38.0,1.0,3.0,12.0,9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,4.0
47338,2006,73.0,1.0,0.0,,3,2.0,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,7.0
16537,1984,21.0,1.0,5.0,12.0,9,1.0,,1.0,2.0,1.0,2.0,1.0,2.0,2.0,0.0
7543,1976,52.0,1.0,1.0,10.0,7,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,,3.0
9113,1977,30.0,1.0,0.0,7.0,5,1.0,,1.0,2.0,1.0,2.0,1.0,2.0,2.0,0.0
44460,2004,46.0,13.0,2.0,12.0,5,1.0,,,,,,,,,0.0
66077,2021,29.0,1.0,6.0,12.0,5,1.0,1.0,,,,,,,,2.0
66130,2021,52.0,10.0,3.0,12.0,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
3200,1974,50.0,1.0,5.0,9.0,9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,5.0
61611,2016,62.0,4.0,7.0,12.0,5,3.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
31525,1994,69.0,1.0,1.0,10.0,8,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0
16490,1984,56.0,4.0,5.0,12.0,9,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,4.0
22896,1988,27.0,2.0,5.0,12.0,9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
30739,1994,25.0,1.0,5.0,12.0,3,1.0,1.0,,,,,,,,1.0
57193,2014,54.0,1.0,0.0,12.0,2,2.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
10120,1978,28.0,1.0,1.0,11.0,4,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0
65350,2021,37.0,1.0,0.0,12.0,6,2.0,,,,,,,,,4.0
64892,2021,49.0,2.0,1.0,,3,1.0,,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0
36148,1998,51.0,1.0,4.0,,3,1.0,,2.0,2.0,1.0,2.0,,2.0,2.0,4.0
67757,2021,55.0,1.0,3.0,11.0,9,1.0,,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
45622,2004,39.0,5.0,1.0,5.0,8,1.0,,,,,,,,,1.0
14468,1983,64.0,2.0,2.0,9.0,9,1.0,,,,,,,,,1.0
13600,1982,30.0,1.0,4.0,8.0,5,1.0,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0
63801,2018,35.0,1.0,3.0,10.0,5,3.0,1.0,2.0,2.0,,2.0,2.0,2.0,2.0,2.0
26593,1991,53.0,1.0,5.0,12.0,5,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,4.0
12213,1982,79.0,1.0,5.0,4.0,2,1.0,1.0,1.0,2.0,1.0,1.0,1.0,,2.0,1.0
47602,2006,76.0,2.0,0.0,12.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0
28435,1993,39.0,1.0,2.0,12.0,4,1.0,1.0,,,,,,,,2.0
12635,1982,62.0,1.0,7.0,8.0,2,1.0,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0
20424,1987,71.0,2.0,1.0,11.0,2,1.0,,1.0,2.0,1.0,2.0,1.0,2.0,2.0,4.0
32481,1996,21.0,2.0,5.0,9.0,2,1.0,,,,,,,,,0.0
4601,1975,38.0,2.0,2.0,6.0,1,1.0,,1.0,1.0,1.0,1.0,1.0,2.0,,0.0
27890,1993,28.0,2.0,6.0,12.0,3,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
57155,2014,40.0,1.0,1.0,11.0,2,3.0,,,,,,,,,3.0
14431,1983,31.0,4.0,0.0,9.0,9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0
9329,1978,43.0,1.0,3.0,11.0,3,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0
28241,1993,71.0,2.0,6.0,,5,1.0,,1.0,2.0,1.0,2.0,1.0,2.0,2.0,4.0
39958,2000,45.0,4.0,1.0,11.0,5,2.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0
2998,1973,25.0,2.0,5.0,4.0,3,1.0,,1.0,2.0,1.0,2.0,1.0,2.0,,0.0
22842,1988,36.0,1.0,6.0,12.0,9,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
54752,2010,50.0,1.0,2.0,12.0,3,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
25007,1990,42.0,2.0,5.0,12.0,3,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0
6175,1976,29.0,3.0,1.0,10.0,4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,0.0
66556,2021,85.0,1.0,6.0,,8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0
62439,2016,72.0,1.0,0.0,12.0,1,1.0,1.0,,,,,,,,0.0
70856,2022,28.0,4.0,7.0,12.0,2,1.0,,,,,,,,,0.0
19620,1986,57.0,1.0,5.0,12.0,9,1.0,1.0,,,,,,,,4.0
7941,1977,58.0,1.0,0.0,10.0,7,2.0,3.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0
66298,2021,24.0,4.0,1.0,9.0,3,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
28467,1993,73.0,1.0,0.0,9.0,7,1.0,,1.0,2.0,1.0,2.0,1.0,2.0,2.0,3.0
45970,2004,55.0,1.0,6.0,12.0,5,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0
10378,1978,44.0,4.0,1.0,11.0,9,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.0
28327,1993,37.0,4.0,5.0,12.0,9,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0
